724
0,99
1,562
2,608
3,153
4,562
5,662
6,102
6,513
6,683
7,229
8,488
9,56
10,229
11,303
11,723
12,229
13,153
13,706
14,287
15,114
15,513
17,256
18,268
18,524
19,105
19,144
19,317
19,355
19,453
19,648
19,657
20,608
21,99
22,549
23,229
24,237
25,311
25,692
26,287
27,256
28,268
29,142
30,88
30,288
30,314
30,443
30,612
31,240
32,608
33,307
34,465
35,82
36,229
37,117
37,263
37,307
39,229
40,519
41,144
41,317
41,355
41,453
41,630
41,657
42,170
43,142
44,268
45,281
45,286
45,304
45,413
45,492
45,595
45,605
45,686
45,705
46,229
47,403
49,153
50,54
50,170
50,486
51,237
52,238
53,303
54,154
55,478
57,662
58,591
59,501
60,229
61,483
62,229
62,676
63,372
63,488
63,525
64,501
65,106
65,304
66,360
66,390
67,304
68,154
69,238
70,465
71,702
72,115
72,260
73,549
74,116
75,142
76,154
77,164
78,608
79,304
79,318
79,481
80,45
80,65
80,79
80,86
80,304
80,660
80,700
81,147
81,159
81,307
82,222
83,236
83,395
83,608
84,220
85,501
86,304
86,579
87,533
87,657
88,436
88,516
89,501
90,608
91,501
92,153
93,293
94,82
95,692
96,549
97,237
98,301
98,350
98,425
98,513
98,683
100,516
101,277
102,142
103,115
103,260
104,38
105,153
105,630
105,715
106,65
107,516
108,416
108,575
109,16
110,478
111,549
113,144
114,98
114,513
115,56
117,346
117,501
118,355
119,229
120,277
120,696
121,154
122,403
124,483
125,183
125,673
126,238
127,138
127,139
127,229
127,231
127,257
127,258
127,357
127,433
127,454
127,514
127,641
127,656
127,665
127,687
128,238
129,403
130,142
131,238
132,229
133,440
133,662
134,513
134,688
135,82
136,591
137,501
138,46
138,62
138,229
138,257
139,132
139,229
139,257
139,365
140,232
141,355
143,47
143,403
145,112
146,99
147,501
148,654
149,238
150,513
151,277
152,692
154,56
155,256
156,662
157,304
159,501
160,501
160,543
161,199
161,231
161,591
162,158
163,403
164,238
165,112
166,549
167,519
168,549
169,403
170,123
171,144
171,317
171,355
171,453
171,630
171,648
171,657
172,144
173,83
173,192
173,390
174,562
175,256
176,199
176,591
177,153
178,606
179,229
179,311
179,576
180,680
181,56
182,48
182,485
184,229
184,312
184,455
185,549
186,403
186,609
187,229
188,170
189,608
190,229
191,304
192,78
192,143
192,202
192,291
192,390
193,220
194,238
195,355
195,412
196,304
196,545
197,278
197,307
197,425
197,474
198,516
199,56
200,501
200,520
201,303
202,264
202,282
202,403
203,170
203,188
203,234
204,549
205,549
206,229
207,229
208,78
208,83
208,143
208,186
208,202
208,291
208,461
208,608
209,56
210,483
211,692
212,481
213,237
214,501
214,543
215,223
216,331
216,608
217,115
217,260
218,501
219,186
219,403
220,591
221,154
224,516
225,54
225,154
226,196
226,249
226,303
226,577
227,127
227,229
228,220
229,591
230,58
230,136
230,591
231,56
233,147
233,159
233,307
234,252
234,513
235,147
235,218
235,307
236,35
236,94
236,608
239,549
241,16
241,436
241,547
241,611
242,43
242,229
242,244
242,670
243,69
244,591
245,501
246,488
247,654
248,501
249,304
250,204
250,549
251,265
252,513
253,403
253,425
254,40
254,167
254,348
254,519
255,127
255,229
255,242
257,229
258,229
258,642
259,608
261,191
261,304
261,393
262,220
262,311
263,501
264,112
266,549
267,229
269,702
270,314
271,584
272,591
273,277
274,575
275,229
276,209
276,229
276,676
276,681
277,82
278,501
279,533
280,644
281,304
282,379
282,403
283,608
284,98
284,513
285,82
286,304
287,604
288,188
288,317
288,424
288,516
288,547
289,16
290,516
291,104
291,403
292,692
293,93
293,662
294,606
295,375
295,551
296,307
297,287
298,268
299,488
299,702
299,714
300,189
300,608
301,142
302,170
305,199
305,381
305,513
306,287
308,483
309,314
310,549
311,591
312,142
313,142
315,154
316,484
316,591
317,153
317,519
317,706
318,304
320,63
320,331
321,304
322,183
322,416
323,142
324,440
325,256
326,654
327,307
327,351
327,504
328,680
330,144
331,216
332,99
333,64
333,147
333,200
333,307
333,402
333,607
334,277
335,714
337,99
338,513
339,48
340,116
341,188
341,516
342,513
343,336
343,627
344,501
345,237
346,501
347,562
348,519
349,403
349,425
350,513
351,501
352,153
353,644
354,56
355,144
356,220
357,229
357,257
357,642
358,294
358,336
359,277
360,297
360,439
360,608
361,549
362,355
363,376
363,597
364,662
365,229
365,257
366,501
367,277
368,680
369,501
371,164
372,488
373,714
374,303
375,456
376,38
377,183
378,256
379,403
380,256
381,56
382,403
382,622
383,303
384,76
384,516
385,238
386,238
387,608
388,543
389,220
390,608
391,483
392,575
393,304
394,84
394,220
394,401
395,230
395,517
395,578
395,608
395,713
396,154
397,680
398,336
398,449
399,183
400,256
401,220
402,402
402,501
402,616
404,304
405,82
406,20
406,32
406,439
406,460
407,549
408,501
409,608
410,680
411,112
412,355
413,145
413,304
414,513
415,123
416,256
417,200
417,307
417,607
418,549
419,154
419,620
420,9
420,181
420,220
420,231
420,381
420,592
420,701
421,662
421,674
422,154
423,164
424,153
425,178
425,606
425,626
426,662
427,680
428,501
429,714
430,562
431,154
432,501
433,187
433,229
433,257
434,238
435,549
436,170
436,613
437,549
438,608
439,608
440,133
441,229
442,481
443,516
443,594
444,591
445,220
446,304
447,256
448,318
449,606
450,501
451,154
452,513
452,688
453,153
454,46
454,229
454,231
455,229
456,131
456,238
456,375
457,680
458,513
459,123
460,216
460,608
461,112
461,633
462,170
463,549
464,277
466,112
467,501
468,144
469,229
470,303
471,112
472,304
473,29
473,513
473,683
474,346
474,467
474,501
475,125
475,183
475,377
475,399
476,376
477,238
479,680
480,304
481,304
482,549
484,591
485,48
486,115
486,130
486,170
486,679
487,303
489,229
490,303
491,516
492,304
493,238
494,303
494,646
495,591
496,370
497,220
498,229
499,702
500,307
501,680
502,304
503,516
504,346
504,501
505,318
506,229
507,513
508,608
509,16
510,488
510,702
510,714
511,48
512,154
514,229
514,231
514,514
515,329
516,277
517,591
517,592
518,403
519,153
520,501
521,501
522,501
523,183
524,268
525,488
526,654
527,501
527,543
528,144
529,64
529,147
529,307
530,229
531,413
531,471
531,579
532,182
532,240
532,250
533,153
534,114
534,513
535,513
536,220
537,222
538,299
538,488
538,510
539,164
540,662
541,608
542,516
544,237
545,112
546,144
547,105
547,153
547,453
547,600
548,644
550,93
551,238
552,164
553,117
553,147
553,199
553,200
553,231
553,474
553,501
553,504
553,585
553,610
554,170
555,591
556,501
557,229
558,170
558,663
559,158
560,501
560,606
561,549
562,183
563,286
563,304
564,477
564,551
565,304
566,256
567,238
568,513
569,680
570,265
571,307
571,425
571,428
571,474
572,287
573,355
574,662
576,182
576,240
576,250
576,416
577,304
577,466
578,272
578,591
579,86
580,164
581,501
582,45
582,106
583,304
584,590
585,56
586,488
587,153
588,549
589,549
590,584
590,662
591,543
591,654
592,591
593,256
594,516
595,304
596,318
597,87
597,202
597,203
597,416
597,419
597,436
597,516
598,277
599,304
600,153
600,317
601,662
602,403
603,116
603,416
605,304
605,446
607,501
608,287
609,38
610,56
611,317
611,533
612,314
613,513
614,403
615,481
616,501
617,240
618,112
619,304
620,154
621,223
622,38
623,256
624,154
625,501
626,606
627,606
628,229
629,229
629,257
629,681
630,13
630,153
631,153
632,268
633,112
634,123
635,680
636,229
637,238
638,9
638,181
638,591
638,701
639,680
640,513
641,187
641,229
641,231
642,229
643,160
643,388
643,501
645,105
645,153
646,304
647,692
648,153
649,154
650,48
651,229
652,277
653,183
654,222
655,692
656,229
656,231
656,642
657,153
658,403
659,714
660,304
660,318
660,481
661,488
663,170
664,114
664,513
665,23
665,229
665,257
666,608
667,6
667,98
667,473
667,513
668,403
669,144
669,317
669,355
669,453
669,600
669,645
669,657
670,229
671,606
672,69
673,238
673,493
674,421
675,319
676,229
677,256
678,265
679,142
680,56
680,142
681,229
681,676
682,562
683,170
684,562
685,549
686,304
687,23
687,229
688,98
688,513
689,516
690,26
690,133
690,674
691,200
691,217
691,307
691,607
692,591
693,170
694,608
695,229
696,277
697,154
698,692
699,478
700,304
700,318
701,56
702,488
703,287
704,501
705,304
706,519
707,513
707,688
708,69
709,483
710,403
711,662
712,304
713,591
714,488
715,123
716,376
717,200
717,307
718,513
719,112
720,256
721,307
721,366
722,265
723,303
