839
89,120
89,644
120,120
120,644
120,5
120,197
120,51
678,120
678,678
678,174
678,78
678,9
678,338
678,305
678,82
678,198
142,120
369,120
369,125
644,120
644,644
604,120
385,120
645,120
645,645
645,107
645,125
174,120
174,174
174,78
174,198
241,120
241,241
241,5
241,314
241,0
273,120
273,174
273,198
273,388
78,120
78,644
78,174
78,78
78,345
78,5
78,198
647,120
74,120
74,78
231,120
231,644
231,231
231,5
366,120
366,644
366,174
366,78
345,120
254,120
254,78
254,125
304,120
304,644
304,5
304,82
304,198
304,388
235,120
235,197
235,324
235,298
235,323
235,624
23,120
23,644
23,174
23,78
23,23
23,5
23,306
23,197
23,125
23,314
23,556
23,324
23,298
23,104
23,446
23,305
23,607
23,82
23,198
222,120
222,644
222,78
222,5
758,120
758,644
758,78
758,298
758,323
548,120
548,644
426,120
45,120
45,644
45,174
45,78
45,345
45,45
264,120
264,644
264,78
264,264
5,120
5,644
266,120
266,644
266,78
266,321
266,298
266,300
49,120
49,644
49,174
49,78
49,345
49,266
49,49
49,321
49,28
49,197
49,51
49,107
49,214
49,125
49,314
49,298
49,104
49,430
49,572
49,326
49,198
519,120
519,644
519,5
458,120
458,174
458,78
458,149
458,198
648,120
258,120
258,644
258,174
258,78
258,258
258,125
270,120
270,264
270,270
270,198
270,632
270,24
321,120
321,174
321,197
321,51
321,305
321,198
36,120
36,174
36,78
36,345
36,5
36,21
36,198
188,120
188,644
188,174
188,78
188,23
188,188
188,9
188,28
188,182
188,297
188,21
188,255
188,198
188,624
661,120
661,78
661,661
661,306
306,120
306,78
306,49
306,306
306,28
306,51
306,198
9,644
9,5
9,9
9,125
9,198
9,624
286,174
286,78
286,9
286,286
286,197
286,298
286,305
774,644
774,9
296,644
296,78
296,9
296,28
296,197
296,314
296,298
296,104
296,646
260,9
260,314
370,644
370,9
514,9
236,78
236,9
236,197
28,644
28,174
28,78
28,306
28,28
28,197
28,51
28,107
28,125
28,298
28,446
28,572
28,198
46,644
116,644
22,644
22,78
22,5
64,644
64,64
119,644
119,119
119,198
699,644
728,644
728,174
191,644
197,644
197,78
197,345
197,49
197,197
197,107
197,125
197,572
225,644
225,5
182,644
182,5
275,644
278,644
213,644
285,644
285,174
285,5
285,125
285,198
285,250
176,120
176,644
176,5
97,644
97,78
97,198
11,644
11,78
11,197
11,11
55,644
55,198
71,644
71,174
71,78
71,69
71,82
71,13
157,644
157,198
54,644
54,197
54,54
54,125
54,314
54,373
54,198
297,644
297,174
297,5
297,198
251,644
251,174
251,321
251,197
251,51
251,298
39,644
39,39
375,644
51,644
51,78
51,51
107,644
107,174
107,78
107,74
107,286
107,28
107,197
107,11
107,51
107,107
107,38
107,314
107,341
107,324
107,298
107,338
107,305
107,607
107,430
107,572
107,82
107,198
581,644
407,644
407,78
418,644
103,644
103,103
103,125
103,198
81,644
81,78
81,81
81,298
81,17
447,644
447,78
456,644
331,644
331,174
331,331
331,298
331,198
718,644
718,5
718,718
93,89
93,644
93,174
93,78
93,321
93,296
93,197
93,213
93,93
93,125
93,446
93,198
214,644
214,49
214,28
214,197
214,11
214,107
214,214
214,314
214,298
214,104
214,198
214,17
395,644
471,644
367,644
367,78
367,367
433,644
433,174
294,644
742,644
742,742
95,644
209,644
209,28
209,240
209,298
377,644
377,78
377,377
533,644
533,125
537,644
318,644
318,11
547,644
547,78
547,298
547,305
547,323
547,198
547,448
550,644
550,174
240,644
240,174
240,198
68,89
68,644
68,78
68,197
68,253
68,624
57,644
57,174
57,197
57,51
183,644
183,198
125,644
125,174
125,22
125,197
125,107
125,125
125,198
125,440
567,644
349,644
349,197
578,644
578,174
162,644
162,5
162,198
287,644
287,5
238,644
238,197
227,644
227,645
227,78
227,74
227,306
402,644
311,644
311,198
117,644
117,174
117,78
117,49
117,188
117,9
117,28
117,197
117,97
117,117
117,314
117,298
117,104
117,446
117,624
230,644
86,644
86,197
330,644
330,107
330,328
330,298
330,323
545,644
655,644
656,644
656,78
200,644
200,200
200,198
659,644
659,174
532,644
29,644
29,174
29,107
29,125
29,29
29,298
29,189
29,323
29,198
429,644
429,78
429,125
429,198
637,644
637,5
248,644
248,248
248,82
319,644
319,645
319,78
319,5
319,319
734,644
734,5
734,197
734,734
726,644
726,78
726,5
65,644
65,198
619,644
619,321
619,11
619,82
38,644
38,78
38,197
38,107
38,38
38,572
316,644
316,174
316,78
316,197
316,51
316,107
